Gene	JXQ-3D-1279R1	JXQ-3D-1279R2	JXQ-3D-1279R3	JXQ-3D-1279R4	JXQ-3D-1279R5	JXQ-3D-1279R6	JXQ-3D-1279R7	JXQ-3D-1279R8	JXQ-3D-1279R9	JXQ-3D-1405R1	JXQ-3D-1405R2	JXQ-3D-1405R3	JXQ-3D-1405R4	JXQ-3D-1436R1	JXQ-3D-1436R2	JXQ-3D-1436R3	JXQ-3D-1436R4	JXQ-3D-1436R5	JXQ-3D-1436R6	JXQ-3D-4160R1	JXQ-3D-4160R2	JXQ-3D-4160R3	JXQ-3D-4256R1	JXQ-3D-4256R2	JXQ-3D-4256R3	JXQ-3D-668R1	JXQ-3D-668R2	JXQ-3D-668R3	JXQ-3D-668R4	JXQ-3D-902R1	JXQ-3D-902R2	JXQ-3D-902R3	JXQ-3D-902R4	JXQ-3D-902R5	JXQ-3D-902R6	JXQ-3D-902R7	JXQ-3D-902R8	JXQ-3D-902R9
MIR3687	0.9184	-0.3691	2.4271	-1.3238	0.1431	-0.2361	-6.6439	1.536	-6.6439	-6.6439	1.1871	3.8705	2.4437	-6.6439	2.0582	-6.6439	-6.6439	1.4651	1.5176	0.9121	-6.6439	-6.6439	0.7906	-6.6439	-6.6439	-1.1816	2.675	-1.3563	4.3156	3.0588	0.7308	3.4303	2.9171	2.3088	1.0018	-2.4717	2.149	-6.6439
WISP2	2.5823	5.6539	3.7393	4.0168	3.6975	1.6943	3.8422	3.7566	2.2752	-2.0869	-0.5157	0.9374	-1.6742	-6.6439	-6.6439	-6.6439	-3.7914	-6.6439	-6.6439	-4.5554	-6.6439	-2.6813	-3.8412	-6.6439	-6.6439	2.6162	1.2807	0.0728	5.5373	-1.4966	0.4255	-4.5642	-2.3803	0.1811	-0.7825	-0.204	0.7402	-0.4991
HTRA1	4.3191	5.7326	4.4301	4.5317	-1.5317	3.8308	4.1076	-2.1596	4.6904	-6.6439	-2.0302	-5.1638	-6.6439	6.5365	6.3108	6.14	5.9474	6.1106	5.9735	-4.2355	-4.1897	-1.4825	-0.2493	1.5865	-0.0253	5.8473	4.4263	2.0299	4.284	4.9026	5.2064	3.3662	1.3597	3.2511	5.6313	4.3637	2.5498	4.3859
HNF1B	-4.0948	-6.6439	-6.6439	-5.224	-5.2826	-6.6439	-6.6439	-3.3394	-5.2098	5.4468	4.6317	4.4632	4.7446	-6.6439	-6.6439	-6.6439	-6.6439	-5.2159	-5.7357	2.2463	3.5115	3.6159	-4.2006	-4.7706	-5.6936	-5.6977	-5.1437	-4.2953	-4.4043	-5.2083	-4.7034	0.244	-5.157	-4.5487	-6.6439	-6.1936	-5.1947	-3.954
NTSR1	-2.1783	-5.5542	-4.9371	-3.1393	-6.6439	-4.4063	-4.3088	0.5161	-4.2965	-5.6287	-5.4181	-4.7352	-6.6439	5.7287	5.1776	5.049	4.4471	6.0902	4.5635	-2.0795	-2.936	-5.65	-5.6327	-6.6439	-6.6439	-6.6439	-5.4706	-5.5573	-6.6439	-3.8676	-3.0936	-3.9472	-2.354	-4.342	-3.7425	-1.816	-3.3352	-0.7459
UPK1B	-2.4087	-3.0202	-6.6439	-3.6571	4.8987	-4.0652	-2.5357	5.4722	-1.7786	6.39	5.2753	4.0533	5.8588	-0.5434	-6.6439	-6.6439	-2.6568	-4.1432	-6.6439	-4.9571	-2.9957	3.3196	-2.9177	-4.8585	-2.607	-4.8143	-6.6439	-6.6439	-3.5237	-4.8999	-4.668	-3.7169	-4.843	-0.0633	-3.2585	-2.7244	0.1774	-1.8084
CCBE1	2.5193	3.539	2.6308	3.4496	2.2645	3.7431	3.3426	1.4822	3.4239	-2.6594	-0.4278	-2.7724	-3.7514	-3.4837	-2.1619	-3.1856	-4.0039	-1.8073	-2.6004	-4.9708	-6.6439	-6.6439	2.8431	1.8046	0.1313	5.0891	3.5647	4.7658	5.16	-6.6439	-6.6439	-2.4164	-5.2469	-0.4197	-5.8147	-5.0632	-5.8087	-2.5172
VGLL3	0.5736	2.142	4.2182	1.5868	2.5397	2.5687	1.7059	2.8274	3.7079	-6.1524	-4.7719	1.2753	-4.7443	-5.3604	-6.1145	-6.6439	-6.6439	-6.0967	-6.6439	-6.6439	-6.1011	-6.6439	3.0658	-1.5797	0.2353	-1.914	-3.1874	-4.7642	-6.6439	-6.6439	-5.9833	-6.6439	-6.0668	-6.6439	-5.1225	-6.0593	-5.6847	-5.6499
OLFM2	0.5133	0.7978	-2.4269	-0.1259	-2.1506	2.7397	-1.0541	-5.4092	-1.8922	3.2968	3.4249	3.835	3.5818	-4.7679	-4.0705	-6.6439	-6.6439	-4.0227	-4.7673	-3.5799	-1.1312	-6.6439	2.5428	-1.1313	-1.106	2.6379	3.9675	6.7657	-1.7679	-3.7379	-6.6439	-4.8637	-4.738	-5.476	-6.6439	-6.6439	-6.6439	-6.6439
CACNG4	2.1121	-0.4006	-3.9533	-2.7511	5.4406	-0.4914	-1.8153	4.5521	-1.0545	3.7127	2.0293	3.2438	3.9818	-5.3517	-4.3132	-5.4407	-3.7627	-4.7195	-4.2245	2.9806	1.6213	3.9314	3.2316	2.7904	2.7737	-3.529	-5.315	-3.4545	3.167	-2.0859	-5.1791	-6.6439	-6.6439	-4.754	-3.0187	-6.6439	-3.8947	-6.6439
FAM101B	4.7287	5.2934	4.2026	5.0258	5.0599	5.5419	4.5029	3.7087	5.1243	-5.5291	-4.6238	-6.6439	-3.4993	4.3629	4.4337	3.9326	4.5391	3.6176	4.5265	-6.6439	-3.2958	-6.6439	-2.2719	-1.1803	-2.0369	2.6246	2.1954	3.2598	2.9709	3.0305	-1.1908	4.1201	-0.5696	4.6413	2.3159	0.4113	-1.2628	0.6034
FGF5	3.6078	1.942	2.6759	1.663	2.9445	2.4047	3.1197	2.0917	4.0164	1.2642	3.3245	3.421	2.0593	-0.7588	-0.2163	-1.1809	0.2353	-0.9514	-1.4899	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-5.6576	3.4713	3.3246	4.3113	-0.0735	-3.5351	-5.8391	-4.8273	-5.1091	-4.2363	-5.1562	-4.8342	-5.1474	-3.4532
CLDN4	4.8108	3.4263	0.679	3.2789	9.1987	4.6339	3.2057	9.8614	3.3771	8.5364	7.6904	8.1726	8.0038	-1.6281	-1.1048	-0.3324	-1.4367	-0.3237	-1.2082	9.9421	8.077	8.512	8.3218	7.0057	7.8319	-1.8916	-2.0735	-1.6637	8.2157	5.7438	5.9784	5.762	6.6606	6.2507	5.6299	6.3301	7.314	5.926
PTPRN2	-2.3214	-6.6439	-4.2213	-6.6439	-5.7013	-2.0394	-6.6439	-5.0177	-6.6439	-4.2188	-3.2189	-5.5202	-6.6439	2.6149	3.7547	2.3013	2.8587	2.9758	2.8429	2.6439	1.6747	1.3989	-4.6286	-6.6439	-6.6439	-1.9408	-0.4332	-1.4505	-3.9506	2.2056	1.4578	0.3477	3.5881	3.2521	1.7801	2.726	2.8032	3.1062
TMC5	-2.1359	-4.506	-5.455	-4.4847	0.5286	-4.4009	-3.8165	2.1378	-4.467	5.9069	5.7741	5.6553	4.4041	-0.9375	-0.6244	-2.0456	-1.2644	-1.5284	-1.5714	6.7063	4.7335	4.3434	3.0999	4.507	3.0359	-5.0992	-4.1255	-6.6439	-6.6439	-1.3291	1.2449	-2.8138	0.0954	-3.6858	1.063	1.7611	2.968	1.4297
CLSTN2	4.403	4.3459	4.5294	3.581	0.257	2.3914	1.662	1.3018	4.812	-6.6439	-6.6439	-1.2992	-5.6662	0.5516	-0.5561	-0.7146	-0.2557	-0.8366	-1.3326	-6.6439	-5.0854	-6.6439	-3.8331	-3.0793	-3.3712	-3.9695	-4.2517	-2.6244	-4.9828	-6.6439	-5.4825	-6.6439	-6.6439	-5.68	-6.6439	-6.1324	-6.6439	-6.6439
CFH	5.0568	5.8043	4.4411	4.6959	-0.8384	1.7058	3.785	-0.7439	5.227	2.3291	3.4582	1.5197	2.7076	1.5783	0.8693	-2.1556	3.1458	-1.4712	-1.0036	-1.8837	1.9045	-6.6439	-3.9942	-6.6439	-4.4343	5.7178	5.2532	6.3497	0.1943	0.1211	0.1407	-6.6439	1.6273	-4.5796	-5.5658	-5.5149	-2.7897	0.284
BST2	0.5127	-1.6995	-0.9765	-4.0444	-1.7644	-3.0708	0.4278	-1.1874	-4.0254	1.3625	-1.4602	2.0181	-6.6439	-1.0399	0.0573	1.9321	-1.7904	-0.2741	-3.1089	6.9479	7.0595	6.5561	2.6579	-1.3755	4.7629	4.3377	5.6196	5.1762	6.9842	6.2486	6.5201	2.6064	5.6531	4.4135	6.6936	5.9925	5.208	5.4623
CAPN8	-6.6439	-4.9573	-6.6439	-6.6439	-1.1707	-6.6439	-6.6439	-0.6591	-6.6439	3.9731	1.506	5.7069	1.0105	-6.6439	-4.2145	-4.2508	-6.6439	-4.4988	-4.8925	4.4049	3.4587	3.3545	-4.0606	-6.6439	-4.051	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-5.3589	-6.6439	-6.6439	-6.6439	-6.6439	-4.6561	-6.6439	-6.6439
NGF	1.1636	4.0028	2.8143	3.7846	1.655	4.1314	2.4615	0.4118	3.318	-6.6439	-6.6439	-3.077	-2.7826	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.3219	-6.6439	-3.1739	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.2326	-4.0896	-6.6439	-4.1496	-5.651	-6.6439	-2.6674
ALPL	-6.6439	-6.6439	-4.4409	-5.1428	-6.6439	-0.8313	-6.6439	-5.088	-6.6439	0.7864	6.6579	7.0755	3.1591	-4.3722	-6.6439	-5.1998	-6.6439	-5.1345	-6.6439	-6.6439	-6.6439	-6.6439	1.8441	1.9047	0.9291	-4.3076	-3.4754	-2.213	-6.6439	-6.6439	-5.8159	-4.4769	-6.6439	-6.6439	-6.6439	-5.7957	-6.6439	-6.6439
DAPP1	-1.0399	-3.7663	-4.5784	-3.3367	3.0789	-5.1883	-3.3902	4.0592	-3.4394	2.8822	2.7912	2.5354	1.2204	-6.6439	-5.2827	-6.6439	-6.6439	-4.0838	-6.6439	3.6246	3.4632	3.7518	-0.0164	-0.7128	0.6315	-6.6439	-4.4638	-5.276	3.7325	0.133	2.3459	-6.6439	2.3111	-1.9279	1.5312	1.5774	3.9212	2.2178
VCAN	0.557	1.1491	0.9455	2.2589	-5.5906	-1.8687	2.1284	-2.7181	0.1047	-4.6229	0.0367	-4.0128	-4.4965	4.3926	5.1175	3.5534	4.3796	5.7342	4.3037	-3.0112	-2.9594	-5.2379	-3.5108	-5.0455	-4.3711	4.8713	2.0361	5.4571	-1.4795	1.738	3.91	5.8492	1.5668	5.148	6.0822	6.2859	2.1257	4.8389
ACTG2	3.5132	3.0055	-0.2285	2.8875	-2.9769	1.5709	0.7161	-1.3644	3.7743	-6.6439	-4.2776	-5.3657	-6.6439	-6.6439	-5.1944	-2.7933	-3.7248	-6.6439	-3.0341	-4.4961	-6.6439	-6.6439	1.3758	5.5051	4.3609	1.7172	0.4166	5.0403	-3.4849	-0.591	-4.1751	-3.1568	-6.6439	-3.6487	2.9751	1.379	-4.4151	-0.8568
UBD	-4.1498	-6.6439	-3.2583	-2.6991	1.8683	-3.1406	-0.9529	4.7246	-2.286	9.2175	6.3393	5.3003	4.2157	-0.8308	1.9006	-2.7821	-6.6439	-1.7342	-2.2453	0.1599	-2.6999	-1.9529	-3.3994	-6.6439	-3.0977	-6.6439	-3.1232	0.5029	-1.1958	-1.976	-1.1947	-6.6439	-6.6439	-6.6439	-1.7148	-2.3302	2.2234	-0.1599
LRRC17	2.1557	2.9717	-0.5138	3.6945	2.8934	3.623	3.1452	1.8805	0.3387	-4.4058	-4.0896	-3.1807	-4.2739	4.1905	4.6502	2.1044	4.1884	1.8312	3.6269	-3.4662	-2.6764	-5.1559	-3.4238	-2.9212	-6.6439	-4.9145	-3.6704	-6.6439	-2.4391	-4.9977	-4.6072	-6.6439	-3.6884	-5.628	-5.5936	-5.7064	-6.6439	-4.1736
MGC45800	0.6255	1.5728	1.4713	1.5586	0.7533	1.8992	0.5178	0.9154	1.1865	-4.8138	-6.6439	-5.8234	-5.6764	0.7576	0.7682	0.5702	1.1122	0.773	0.8577	-6.6439	-6.6439	-6.6439	2.0832	1.4833	1.9834	-6.6439	-6.6439	-5.6897	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
INA	1.945	1.9468	1.3552	2.0556	1.888	2.1626	0.8018	1.7657	2.8231	-6.6439	-6.6439	-5.5233	-5.3425	-5.8208	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-5.4624	2.4346	2.0794	0.2388	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-5.3794	-6.6439	-6.6439	-6.6439	-5.4511	-4.6302	-6.6439
HAVCR1	-6.6439	-6.6439	-4.8413	-4.8252	-6.6439	-4.7476	-6.6439	-6.6439	-6.6439	2.5193	4.2425	2.6147	4.7532	-4.7785	-4.8568	-6.6439	-6.6439	-4.3732	-6.6439	-2.4735	1.3989	-2.6211	5.2697	1.5376	1.1582	-6.6439	-6.6439	-6.6439	-6.6439	-4.8072	-6.6439	-6.6439	-6.6439	-4.8496	-6.6439	-6.6439	-6.6439	-6.6439
EREG	-2.1325	-0.2847	-1.6288	0.0873	-3.1718	3.7832	-0.7443	-1.2394	-2.3007	5.4159	3.9713	3.883	3.7981	1.7254	0.0642	3.2271	3.5771	4.0383	2.3253	8.1091	8.5247	8.1529	-4.7485	-5.5816	-4.928	7.4855	7.7933	7.7449	4.8364	5.0828	2.8379	-2.0008	3.0921	-0.7696	1.7239	2.3028	2.4782	3.858
ENPP2	4.6163	3.7502	4.3715	3.0503	-4.7736	5.5491	4.6094	-6.6439	3.6446	-6.6439	-6.6439	-6.6439	-5.3735	-3.3366	-2.6325	-1.8539	-3.1294	-0.8906	-3.8498	-3.9541	-2.8621	-5.4916	-2.6415	-3.8342	-4.1245	-0.1963	-1.2248	2.0347	-6.6439	-0.9175	-3.9647	-4.7547	-6.6439	-5.39	-6.6439	-4.6084	-6.6439	-5.3001
PON3	-0.916	-0.0454	-0.7389	-0.0476	0.8804	-1.1165	-1.0478	0.8197	-1.7675	3.6899	4.0723	3.0462	2.4732	-6.6439	-6.6439	-6.6439	-5.1412	-6.6439	-6.6439	-0.2946	3.8242	3.593	0.4127	1.1294	1.9026	-4.2073	-4.2231	-6.6439	2.2351	-6.6439	-6.6439	-6.6439	-4.9902	-1.5513	-6.6439	-6.6439	-3.4357	-6.6439
SNORD116-21	0.2987	0.5829	-6.6439	-6.6439	-6.6439	-1.825	-6.6439	-6.6439	-6.6439	-2.0928	-6.6439	-0.7004	-6.6439	0.6746	0.7872	1.1034	1.9854	1.7335	2.172	-0.4367	-1.9291	0.137	-6.6439	2.6868	2.173	0.1743	1.4692	1.5723	3.2134	-6.6439	-6.6439	0.763	-6.6439	1.4464	-6.6439	-6.6439	-6.6439	-6.6439
APCDD1	-6.6439	-5.1484	-6.6439	-5.1305	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	2.0737	3.4264	2.495	4.8098	-6.6439	-4.4431	-5.1877	-6.6439	-6.6439	-6.6439	-6.6439	-2.3559	-6.6439	2.3631	1.2078	2.1628	-1.1159	1.1808	2.0816	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-5.1	-2.2434
BATF	1.5061	1.2573	1.2321	2.2515	4.4217	-0.9999	-0.563	3.6708	-0.7987	2.6175	3.5546	2.1206	2.4784	-6.6439	-4.0826	-6.6439	-6.6439	-6.6439	-6.6439	2.1791	0.9101	-0.3318	0.5686	0.113	2.0013	-6.6439	-6.6439	-6.6439	3.5403	3.2124	3.4243	0.3912	3.8312	0.8575	2.1053	3.0507	4.07	3.2965
CST1	-2.9355	-6.6439	-6.6439	-6.6439	-2.9759	-6.6439	-6.6439	-2.8105	-3.7658	-2.5018	0.6215	-0.1383	-3.7906	-0.9074	2.4823	-4.666	-3.8895	-1.9305	-3.7287	3.9274	-2.8893	-3.9679	2.9471	3.478	4.5302	-6.6439	-6.6439	-0.2087	-6.6439	0.7348	1.9044	-6.6439	-3.1726	-1.6652	3.0465	4.9897	3.2236	3.73
PLIN2	2.9844	4.402	4.7133	4.7655	-0.583	4.3925	2.6101	1.7428	3.7713	4.3698	5.3415	4.283	4.6736	-4.1234	-4.9674	-3.7586	-5.6146	-4.9279	-3.6241	4.9713	5.9941	6.5504	5.7885	4.8541	5.2712	5.8095	6.5621	5.5311	3.9373	7.2709	6.6388	6.1613	5.6109	6.1507	6.4397	8.3284	4.5356	5.6049
CTSE	-3.8005	-4.2696	-3.4114	-3.3912	-5.0602	-4.1599	-6.6439	-4.1789	-3.737	8.4424	8.0835	6.289	7.6065	-0.8169	-1.6428	-3.8333	-1.7175	-2.9618	-2.5887	-1.0855	-0.6709	-1.6322	-1.0564	0.2726	3.499	-6.6439	-4.9093	-6.6439	-2.9606	-2.4453	-2.391	-3.8159	-3.003	-5.0196	-3.3617	-3.9226	-0.5525	-1.3953
FAM155A	-4.4529	-5.5011	-5.4983	-5.4859	-5.5374	-4.328	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.6622	-6.6439	3.7815	3.5826	2.9583	2.8327	3.3969	2.5823	-5.5172	-6.6439	-3.568	-2.4857	-2.5855	-1.1352	3.017	3.7137	2.1262	-0.0477	0.4336	-4.5981	-2.9724	2.3629	1.546	-5.4676	-3.6442	0.4348	-0.1022
TNS4	-1.5948	-5.543	-4.9224	-2.8535	2.0651	-6.6439	-5.0338	2.0436	-4.1223	1.624	2.6661	2.0242	3.1147	-0.675	-0.4681	-0.9737	-0.1175	-0.08	-1.1929	5.9163	7.8496	6.8468	-1.0015	1.5503	2.8408	-4.1796	-2.1835	-4.9299	3.7082	4.2097	5.0067	-0.6096	3.4834	-4.3252	4.1499	4.1939	4.6264	4.9086
SPP1	8.2376	9.3495	7.6648	7.9889	7.6615	9.8915	7.2901	7.3122	8.2954	10.0456	11.2174	8.2505	8.5281	8.5034	7.0363	7.7613	8.2902	8.5295	6.3157	0.9438	2.8019	-2.2293	1.3267	-1.3267	-1.3625	7.3391	7.0062	7.7393	-2.0422	1.5035	3.6744	-1.1216	0.8364	3.8884	2.7917	5.2824	2.9181	4.0032
PI3	-2.5096	-6.6439	-3.4044	-2.4616	-2.5508	-3.2879	-4.3893	-1.6074	-3.3639	5.5119	6.3136	6.4764	0.851	-3.3261	-6.6439	-0.7997	-1.0497	0.4799	-1.8402	-2.5155	-2.4625	-0.9223	-0.3819	0.5504	1.1408	-3.2531	-6.6439	-2.4931	-3.2477	4.2638	6.2254	-3.4456	3.0875	0.4332	2.7013	3.5883	6.1768	5.9558
GLIS1	2.7505	2.8134	1.7366	1.2967	-5.2763	0.7963	1.8216	-6.6439	1.5395	-6.6439	-5.0762	-6.6439	-5.2214	1.148	0.1458	2.5063	0.7792	1.491	0.4351	-4.5585	-6.6439	-6.6439	-3.3305	-6.6439	-4.3944	3.1726	2.7668	2.7451	-6.6439	-2.2106	-5.866	-5.2604	-5.1504	-4.0725	-6.6439	-5.8467	-6.6439	-6.6439
CXCR7	1.2966	5.1883	2.0543	4.6896	0.2071	3.9254	2.917	-1.6906	2.5108	-2.5502	-3.1158	-5.155	-4.9419	-6.6439	-6.6439	-6.6439	-5.0209	-4.9288	-6.6439	-4.9771	-6.6439	-6.6439	1.3492	-0.3194	0.3719	-1.0798	-4.0736	3.9016	3.6586	-4.9203	-3.2402	-6.6439	-4.0907	-4.9614	-1.6852	-3.4878	-6.6439	-2.4595
COL3A1	-2.567	0.9731	-5.7547	-0.6495	-3.5916	-0.6774	-1.6515	-5.7047	-4.4685	-5.8213	-4.3132	0.7356	-5.747	-5.153	-6.6439	-3.2156	-5.2702	-3.4966	-3.6002	-6.1421	-6.6439	-6.6439	-0.5753	-2.303	-2.2362	8.412	6.513	7.9082	-6.6439	-0.407	-1.9374	-4.8465	-5.6943	-5.216	0.2211	-1.966	-6.6439	-2.5597
CCL20	-6.6439	-1.3307	-3.9311	-1.6421	-3.9919	-1.0108	0.0392	0.0797	-2.063	8.3722	10.8375	9.1784	7.891	-2.666	-0.2205	-1.3906	0.1703	1.9138	0.3558	0.3916	0.0359	2.383	-3.1887	-3.8404	-1.9369	0.96	3.9341	-0.7636	-0.9671	3.2058	3.9439	-1.2737	3.2817	-1.8081	0.3235	1.1251	3.834	4.6571
C21orf88	-3.7803	-1.5579	-3.7558	-0.086	-6.6439	-2.98	-2.4612	-6.6439	-2.931	-6.6439	-6.6439	-6.6439	-6.6439	3.3378	3.6723	3.4209	2.1355	2.5322	2.2957	3.5367	4.5185	3.1834	-6.6439	-6.6439	-6.6439	-6.6439	-1.4084	-3.4001	-6.6439	-0.3547	-3.2325	-6.6439	-1.1052	-6.6439	-1.4991	-1.8857	-0.7835	-1.5598
CST6	3.1351	2.4849	0.8601	2.4417	8.6531	2.2117	0.7286	8.8452	0.2618	3.2482	4.5761	1.7678	4.0699	-1.5716	-3.5452	-2.6738	-2.7042	-2.5782	-1.2575	6.0689	0.6503	5.7303	3.4458	2.3609	5.8363	-0.9217	-0.0789	-6.6439	9.6647	0.4433	3.7872	-6.6439	3.1552	-3.5362	0.754	1.6778	4.5423	0.8379
APCDD1L	4.4519	3.6683	3.0519	2.6112	1.8676	3.7071	3.4535	1.0521	3.0519	-6.6439	-6.6439	-6.6439	-4.6291	0.3007	-1.2109	-1.2794	1.9391	1.4647	-0.5372	-6.6439	-6.6439	-6.6439	-5.4122	-5.2552	-4.8167	-0.0907	0.7383	0.4982	-2.0147	3.7175	2.742	2.4047	1.4396	-5.327	2.7451	2.2818	3.0582	1.1513
KCNK5	-4.8677	-5.4853	-6.6439	-4.8315	-1.2456	-5.4094	-6.6439	-4.7709	-6.6439	3.7995	4.1962	4.4214	4.5631	-3.2939	-3.818	-2.5119	-5.5364	-1.9594	-2.9624	1.7844	1.4107	0.1844	2.7897	2.4475	2.9165	-6.6439	-5.3984	-6.6439	0.4981	-0.0652	1.8149	-6.6439	-5.4103	-5.489	0.2381	0.7024	1.3521	0.9392
SLFN11	3.0897	2.7073	1.9855	3.0579	3.5733	3.058	3.7383	2.5289	3.4399	-4.1082	-4.4206	-4.8296	-4.3116	-5.1158	-5.4359	-4.82	-5.2347	-4.4313	-3.9094	1.0856	4.3588	2.2552	-4.1148	2.3031	2.1649	3.1265	2.8589	-5.1791	-4.6433	-4.163	-4.3765	-5.7495	-4.6777	-4.7804	-3.937	-5.2793	-4.1453	-5.6606
PRSS21	-1.3781	-4.3195	2.1291	-3.1566	-0.5984	-1.2241	-4.4443	1.4187	-3.4264	-6.6439	2.4851	2.9677	1.5556	-4.2451	-6.6439	-6.6439	-6.6439	-6.6439	-4.2445	3.8909	1.1736	0.117	-3.6054	4.8275	4.1691	1.1682	0.4306	-4.3241	-2.0774	-6.6439	-6.6439	-4.3523	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
HORMAD1	-0.0519	-1.5497	-0.3242	-0.9694	-1.6675	-0.7952	-0.5072	-0.9973	-4.8188	2.3818	2.9374	4.0799	2.5221	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-3.5554	-6.6439	4.328	3.5869	0.3375	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-5.4131	-6.6439	-4.8114	-6.6439	-4.8016	-6.6439
PCDHB5	-3.4908	-4.1042	-5.2596	-4.0814	-4.621	-6.6439	-5.3578	-6.6439	-6.6439	-5.3496	-4.3783	-6.6439	-4.5537	2.8471	2.7209	0.3284	1.334	1.2449	1.204	-6.6439	-6.6439	-6.6439	-2.5658	-0.4724	-2.3808	2.8285	3.3748	4.2611	5.0423	-4.5299	-6.6439	-6.6439	-6.6439	-6.6439	-5.2251	-6.6439	-5.2165	-6.6439
TMEM255B	-2.4114	-4.9386	-2.3846	-2.7537	-4.9848	-4.0675	-6.6439	-3.2149	-6.6439	-6.6439	-6.6439	-5.138	-6.6439	-0.0379	-0.3362	2.7729	1.6335	0.6272	1.2615	-4.2029	-6.6439	-1.0986	-1.976	-6.6439	-1.6543	-0.9438	0.5791	-3.0281	-6.6439	2.7825	4.2861	2.2229	4.4758	2.3684	2.9442	3.815	4.0259	3.4898
GATA2	2.4353	1.7618	2.0331	1.3455	2.5846	0.2213	1.0141	1.732	0.3117	-6.6439	-5.3396	-5.0513	-6.6439	-4.7796	-4.8579	-4.4546	-4.4799	-6.6439	-5.429	-3.0685	-4.0478	-4.9762	6.7323	5.7053	6.658	1.1975	1.5915	0.776	2.8985	1.9452	1.8275	2.5134	1.3922	1.9793	0.888	-0.5205	-4.008	0.7133
CRCT1	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-3.6	-6.6439	5.8318	6.217	4.8633	3.9637	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-3.7232	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-1.6721	-6.6439	-1.4269	-6.6439	-6.6439	-3.7033	-6.6439	-0.9486	-2.7252	-6.6439
SH3GL3	-0.0411	-2.3022	0.3259	0.4406	-3.1185	-1.1095	1.3095	-2.9546	1.2831	-2.8931	-4.5505	0.6381	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-3.0842	-6.6439	-4.0979	5.9544	5.7453	4.142	-6.6439	-6.6439	-6.6439	-6.6439	-4.6968	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-5.3514	-6.6439
TWIST2	2.903	2.3233	2.3454	2.523	1.2131	3.6032	2.3879	1.9741	2.2544	-6.6439	-6.6439	-6.6439	-4.3151	-6.6439	-6.6439	-6.6439	-6.6439	-4.2999	-6.6439	-6.6439	-6.6439	-6.6439	-3.0949	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.3376	-4.2838	-6.6439	-6.6439	-6.6439
MUC20	-1.1801	-5.6068	-5.1795	-4.991	2.7524	-5.299	-3.9784	4.9803	-6.6439	3.2981	3.2181	3.2343	2.6891	-5.3246	-5.389	-5.2215	-4.5443	-5.3554	-5.5583	5.1238	2.148	1.9133	-0.6915	-1.6755	0.5358	-4.4552	-5.0829	-6.6439	1.2512	-5.8552	-5.314	-5.894	-6.6439	-5.8799	-4.6709	-4.3958	-1.3575	-5.2929
CDH6	-2.5516	-0.955	-1.5906	-2.9837	-4.6029	-4.2709	-4.214	-5.977	-0.1477	3.786	4.1905	3.3455	3.9743	3.397	2.7966	3.727	2.915	3.296	2.5447	-6.6439	-6.6439	-6.0802	-5.659	-5.977	-5.4844	2.1499	2.3164	-2.5352	-6.6439	-5.5542	-6.0884	-1.1391	-0.6657	-1.2464	-1.3794	-2.9846	-5.9907	-3.0801
THBD	5.7431	6.5637	6.4191	6.4095	6.2351	5.319	5.6103	6.527	6.1396	-5.0149	-4.2889	-3.264	-4.9009	1.2414	2.1667	2.4925	1.7096	5.6754	-0.0228	2.3717	1.0504	-5.6323	-0.4171	-3.0302	1.1158	5.543	6.1882	5.9322	3.2362	5.9996	5.4656	1.3182	5.7259	3.8221	5.9659	4.7788	5.4134	5.9159
